Satellite_Names,Country_of_Operator_Owner,Operator_Owner,Users_Names,Purpose,Orbit_Classes,Orbit_Types,Perigee_km,Apogee_km,Inclination_degrees,Period_minutes,Launch_Mass_km,Dry_Mass_kg,Power_watts,Launch_Date,Expected_Lifetime_years,Contractors_Names,Contractors_Country_Names,Launch_Site,Launch_Vehicle,COSPAR_Number,NORAD_Number,Comments
Yaogan 18 (Remote Sensing Satellite 18),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,509,513,97.54,94.84,0,0,0,10/29/2013,0,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2013-059A,39363,Carries Synthetic Aperture Radar (SAR) sensor
Yaogan 19 (Remote Sensing Satellite 19),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,"1,201","1,207",100.48,109.51,0,0,0,11/20/2013,0,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2013-065A,39410, Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
Yaogan 20A (Remote Sensing Satellite 20A),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,085","1,095",63.4,107.05,0,0,0,8/9/2014,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-047A,40109,Equivalent of U.S. NOSS system - three satellite cluster
Yaogan 20B (Remote Sensing Satellite 20B),China,People's Liberation Army (C41),Military ,Earth Observation,LEO,Non-Polar Inclined,"1,087","1,093",63.4,107.05,0,0,0,8/9/2014,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-047B,40110,Not Available
Yaogan 20C (Remote Sensing Satellite 20C),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,087","1,094",63.4,107.05,0,0,0,8/9/2014,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-047C,40111,Not Available
Yaogan 21 (Remote Sensing Satellite 21),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,480,494,97.42,94.35,0,0,0,9/8/2014,0,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-053A,40143,Carries Synthetic Aperture Radar (SAR) sensor
Yaogan 22 (Remote Sensing Satellite 22),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,"1,196","1,209",100.32,109.48,0,0,0,10/20/2014,0,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2014-063A,40275, Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
Yaogan 23 (Remote Sensing Satellite 23),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,492,513,97.33,94.67,0,0,0,11/14/2014,0,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2014-071A,40305,Carries Synthetic Aperture Radar (SAR) sensor
Yaogan 24 (Remote Sensing Satellite 24),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,630,653,97.91,97.55,0,0,0,11/20/2014,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,2014-072A,40310,High  resolution  optical satellite
Yaogan 25A (Remote Sensing Satellite 25A),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,089","1,097",63.41,107.12,0,0,0,12/10/2014,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080A,40338,Equivalent of U.S. NOSS system - three satellite cluster
Yaogan 25B (Remote Sensing Satellite 25B),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,083","1,093",63.42,107.01,0,0,0,12/10/2014,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080B,40339,Not Available
Yaogan 25C (Remote Sensing Satellite 25C),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,092","1,113",63.4,107.31,0,0,0,12/10/2014,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080C,40340,Not Available
Yaogan 26 (Remote Sensing Satellite 26),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,487,491,97.44,94.39,0,0,0,12/27/2014,0,China Academy of Space Tecnology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-088A,40362,Not Available
Yaogan 27 (Remote Sensing Satellite 27),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,"1,201","1,213",100.5,109.4,0,0,0,8/27/2015,0,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C,2015-040A,40878,Not Available
Yaogan 28 (Remote Sensing Satellite 28),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,460,482,97.24,94.02,"1,040",0,0,11/8/2015,0,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4B,2015-064A,41026,Not Available
Yaogan 29 (Remote Sensing Satellite 29),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,628,629,97.85,97.28,"1,040",0,0,11/26/2015,0,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4C,2015-069A,41038,Not Available
Yaogan 30 (Remote Sensing Satellite 30),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,628,656,98.07,97.57,"2,700",0,0,5/15/2016,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2016-029A,41473,Not Available
Yaogan 30-1-1 (Remote Sensing Satellite 30-1-1),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,592,599,35,96.6,0,0,0,9/29/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-058A,42945,Thought to be for intelligence gathering.
Yaogan 30-1-2 (Remote Sensing Satellite 30-1-2),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,592,599,35,96.6,0,0,0,9/29/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-058B,42946,Thought to be for intelligence gathering.
Yaogan 30-1-3 (Remote Sensing Satellite 30-1-3),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,592,599,35,96.6,0,0,0,9/29/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-058C,42947,Thought to be for intelligence gathering.
Yaogan 30-16,China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,595,602,35,96.66,0,0,0,3/24/2020,0,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C,2020-021A,45460,Not Available
Yaogan 30-17,China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,597,601,35,96.67,0,0,0,3/24/2020,0,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C,2020-021B,45461,Not Available
Yaogan 30-2-1 (Remote Sensing Satellite 30-2-1),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,590,603,35,96.6,0,0,0,11/26/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-075A,43028,Thought to be for intelligence gathering.
Yaogan 30-2-2 (Remote Sensing Satellite 30-2-2),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,589,603,35,96.6,0,0,0,11/26/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-075B,43029,Thought to be for intelligence gathering.
Yaogan 30-2-3 (Remote Sensing Satellite 30-2-3),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,589,603,35,96.6,0,0,0,11/26/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-075C,43930,Thought to be for intelligence gathering.
Yaogan 30-3-1 (Remote Sensing  Satellite 30-3-1),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,590,602,35,96.6,0,0,0,12/25/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-085A,43081,Not Available
Yaogan 30-3-2 (Remote Sensing Satellite 30-3-2),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,590,602,35,96.6,0,0,0,12/25/2017,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-085B,43082,Not Available
Yaogan 30-3-3 (Remote Sensing Satellite 30-3-3),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,591,602,35,96.6,0,0,0,12/25/2017,0,China Academy of Space Technology  (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-085C,43083,Not Available
Yaogan 30-4-1 (Remote Sensing Satellite 30-4-1),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,591,601,35,96.6,0,0,0,1/25/2018,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-011B,43170,Not Available
Yaogan 30-4-2 (Remote Sensing Satellite 30-4-2),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,591,601,35,96.6,0,0,0,1/25/2018,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-011C,43171,Not Available
Yaogan 30-4-3 (Remote Sensing Satellite 30-4-3),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,591,602,35,96.6,0,0,0,1/25/2018,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-011D,43172,Not Available
Yaogan 30-5-1 (Remote Sensnig Satellite 30-5-1),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,589,604,35,96.6,0,0,0,7/26/2019,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2019-045A,44449,Not Available
Yaogan 30-5-2 (Remote Sensing Satellite 30-5-2),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,588,605,35,96.6,0,0,0,7/26/2019,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2019-045B,44450,Not Available
Yaogan 30-5-3 (Remote Sensing Satellite 30-5-3),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,587,603,35,96.6,0,0,0,7/26/2019,0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2019-045C,44451,Not Available
Yaogan 31-1-1 (Remote Sensing Satellite  31-1-1),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,086","1,099",63.4,107.1,0,0,0,4/10/2018,0,China  Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2018-034A,43275,Not Available
Yaogan 31-1-2 (Remote Sensing Satellite  31-1-2),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,088","1,099",63.4,107.1,0,0,0,4/10/2018,0,China  Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2018-034B,43276,Not Available
Yaogan 31-1-3 (Remote Sensing Satellite 31-1-3),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,"1,087","1,098",63.4,107.1,0,0,0,4/10/2018,0,China  Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2018-034C,43277,Not Available
Yaogan 32-1-1 (Remote Sensing Satellite 32-1-1),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,689,704,98.2,98.7,0,0,0,10/8/2018,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,2018-077A,43642,Not Available
Yaogan 4 (Remote Sensing Satellite 4),China,People's Liberation Army (C41),Government,Earth Observation,LEO,Sun-Synchronous,635,658,97.8,97.7,"2,700",0,0,12/1/2008,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2008-061A,33446,High  resolution  optical satellite
"Yaogan 6 (Remote Sensing Satellite 6, Jian Bing 7-A)",China,People's Liberation Army (C41),Government,Earth Observation,LEO,Sun-Synchronous,511,512,97.3,94.9,"1,800",0,0,4/22/2009,0,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2009-021A,34839,"Land resources surveys, etc. (see Yaogan 5). But western military believes it to be a reconnaissance satellite."
Yaogan 7 (Remote Sensing Satellite 7),China,People's Liberation Army (C41),Government,Earth Observation,LEO,Sun-Synchronous,628,665,98,97.7,"2,700",0,0,12/9/2009,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2009-069A,36110,High  resolution  optical satellite
Yaogan 8 (Remote Sensing Satellite 8),China,People's Liberation Army (C41),Government,Earth Observation,LEO,Sun-Synchronous,"1,192","1,205",100.3,109.4,0,0,0,12/15/2009,0,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2009-072A,36121, Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
Yaogan 9A (Remote Sensing Satellite 9A),China,People's Liberation Army (C41),Government,Earth Observation,LEO,Non-Polar Inclined,"1,017","1,164",63.4,107.1,0,0,0,3/5/2010,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2010-009A,36413,Thought to be for intelligence gathering.
Yaogan 9B (Remote Sensing Satellite 9B),China,People's Liberation Army (C41),Government,Earth Observation,LEO,Non-Polar Inclined,"1,017","1,164",63.4,107.1,0,0,0,3/5/2010,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2010-009B,36414,Thought to be for intelligence gathering.
Yaogan 9C (Remote Sensing Satellite 9C),China,People's Liberation Army (C41),Government,Earth Observation,LEO,Non-Polar Inclined,"1,017","1,164",63.4,107.1,0,0,0,3/5/2010,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2010-009C,36415,Thought to be for intelligence gathering.
Yaogan-30-18,China,People's Liberation Army (C41),Military,Earth Observation,LEO,Non-Polar Inclined,591,602,35,96.61,0,0,0,3/24/2020,0,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C,2020-021C,45462,Not Available
Yaogan-32-1-2 (Remote Sensing Satellite 32-1-2),China,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,681,698,98.2,98.7,0,0,0,10/8/2018,0,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,2018-077B,43643,Not Available
"Yinhe 1 (Galaxy 1, GS-SparkSat-03) ",China,GalaxySpace,Commercial,Communications,LEO,Polar,621,637,86.4,97.3,227,0,0,1/16/2020,0,GalaxySpace,China,Jiuquan Satellite Launch Center,Kuaizhou 1A,2020-004A,45024,"Plan to deploy up to 144 satellites in low Earth orbit to provide Q-band, V-band and Ka-band broadband services"
Youthsat,India,Indian Space Research Organization (ISRO),Government,Space Science,LEO,Sun-Synchronous,802,824,98.7,101.2,92,0,0,4/20/2011,2,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C16,2011-015B,37388,"Payloads a collaboration between Indian and Russian students, carries three science instruments."
"Yubileiny (Jubilejnyj, Radio Sputnik 30 (RS-30))",Russia,Research Laboratory of Aerospace Technology (NILAKT ROSTO),Civil,Technology Development,LEO,Polar,"1,479","1,508",82.5,115.8,45,0,0,5/23/2008,0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2008-025A,32953,"Commemorates Sputnik flight of 1957; will broadcast audio and video about the history of the Soviet and Russian space programs, as well as signals imitating those broadcast by Sputnik in 1957."
Yunhai-1,China,Shanghai Academy of Spaceflight Technology (SAST),Government,Earth Observation,LEO,Sun-Synchronous,747,798,98.35,100.2,0,0,0,11/11/2016,0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2016-068A,41857,Operator not known at this time.
Yunhai-1 2,China,Shanghai Academy of Spaceflight Technology,Government,Earth Observation,LEO,Sun-Synchronous,782,785,98.6,100.5,0,0,0,9/25/2019,0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2019-063A,44547,Not Available
Yunhai-2 01,China,Shanghai Academy of Spaceflight Technology,Government,Earth Observation,LEO,Non-Polar Inclined,516,524,50,95.02,0,0,0,12/29/2018,0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2018-112A,43909,"Measure atmospheric environmental factors and the space environment, and help in disaster prevention and mitigation."
Yunhai-2 02,China,Shanghai Academy of Spaceflight Technology,Government,Earth Observation,LEO,Non-Polar Inclined,514,523,50,95.02,0,0,0,12/29/2018,0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2018-112B,43910,Not Available
Yunhai-2 03,China,Shanghai Academy of Spaceflight Technology,Government,Earth Observation,LEO,Non-Polar Inclined,512,524,50,95,0,0,0,12/29/2018,0,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2018-112C,43911,Not Available
