Orig_Sequence,Satellite_Names,Launch_Date,Country_of_Operator_Owner,Launch_Site,Operator_Owner,Purpose,Orbit_Classes,Period_Hours,Period_minutes,Launch_Mass_km
1487,Thaicom-8,2016-05-27,Thailand,Cape Canaveral,Thaicom Public Company Ltd. ,Communications,GEO,24.0,1440.09,"3,025"
1488,"NUDTSat (National University of Defense Satellite, QB50-CN06/BE06)",2017-06-23,China,Satish Dhawan Space Centre,National University of Defense Technology,Earth Science,LEO,1.58,94.7,5
1489,Intelsat 31/DLA 2,2016-06-09,USA,Baikonur Cosmodrome,Intelsat S.A.,Communications,GEO,23.92,1435.1,"6,450"
1490,ÑuSat-1 (Fresco),2016-05-29,Argentina,Taiyuan Launch Center,Satellogic S.A.,Earth Observation,LEO,1.57,94.41,35
1491,ÑuSat-2 (Batata),2016-05-29,Argentina,Taiyuan Launch Center,Satellogic S.A.,Earth Observation,LEO,1.57,94.41,35
1492,ÑuSat-3 (Milanesat),2017-06-15,Argentina,Jiuquan Satellite Launch Center,Satellogic S.A.,Earth Observation,LEO,1.59,95.44,35
1493,ÑuSat-4 (Ada),2018-02-02,Argentina,Jiuquan Satellite Launch Center,Satellogic S.A.,Earth Observation,LEO,1.58,94.5,35
1494,ÑuSat-5 (Maryam),2018-02-02,Argentina,Jiuquan Satellite Launch Center,Satellogic S.A.,Earth Observation,LEO,1.58,94.5,35
1495,ÑuSat-7 (Sophie),2020-01-15,Argentina,Taiyuan Launch Center,Satellogic S.A.,Earth Observation,LEO,1.57,94.2,45
1496,ÑuSat-8 (Marie),2020-01-15,Argentina,Taiyuan Launch Center,Satellogic S.A.,Earth Observation,LEO,1.57,94.2,45
1497,NuSTAR (Nuclear Spectroscopic Telescope Array),2012-06-13,USA,Kwajalein Island,National Aeronautics and Space Administration (NASA),Space Science,LEO,1.62,97.2,360
1498,"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",2010-11-20,USA,Kodiak Launch Complex,National Aeronautics and Space Administration (NASA)-Ames Research Center/Stanford University,Space Science,LEO,1.62,97.48,6
1499,O3b FM02,2013-06-25,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.93,700
1500,O3b FM03,2014-07-10,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.92,650
1501,O3b FM04,2013-06-25,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.93,700
1502,O3b FM05 (Other 3 Billion),2013-06-25,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.94,700
1503,O3b FM06,2014-07-10,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.69,281.15,650
1504,O3b FM07,2014-07-10,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.68,281.08,650
1505,O3b FM08,2014-07-10,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.68,280.87,650
1506,O3b FM09,2014-12-18,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.93,650
1507,O3b FM10,2014-12-18,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.93,650
1508,O3b FM11,2014-12-18,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.93,650
1509,O3b FM12,2014-12-18,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.93,650
1510,O3b FM13,2018-03-09,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.92,650
1511,O3b FM14,2018-03-09,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.92,650
1512,O3b FM15,2018-03-09,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.92,650
1513,O3b FM16,2018-03-09,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.92,650
1514,O3b FM17,2019-04-04,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.69,281.17,700
1515,O3b FM18,2019-04-04,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.68,281.02,700
1516,O3b FM19,2019-04-04,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.68,280.86,700
1517,O3b FM20,2019-04-04,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.68,280.73,700
1518,O3b PFM,2013-06-25,United Kingdom,Guiana Space Center,O3b Networks Ltd.,Communications,MEO,4.8,287.93,700
1519,OCO 2  (Orbiting Carbon Observatory),2014-07-02,USA,Vandenberg AFB,National Aeronautics and Space Administration (NASA),Earth Observation,LEO,1.65,98.83,454
1520,"Advanced Orion 7 (Mentor, NRO L-37, USA 268)",2016-06-11,USA,Cape Canaveral,National Reconnaissance Office (NRO),Earth Observation,GEO,23.95,1437.19,"5,000"
1521,Odin ,2001-02-20,Sweden,Svobodny Cosmodrome,Swedish National Space Board,Earth Observation,LEO,1.6,96.1,250
1522,Ofeq 10,2014-04-09,Israel,Palmachim Launch Complex ,Ministry of Defense,Earth Observation,LEO,1.57,94.47,300
1523,Ofeq 11,2016-09-13,Israel,Palmachim Launch Complex ,Ministry of Defense,Earth Observation,LEO,1.57,94.4,300
1524,Ofeq 5 ,2002-05-28,Israel,Palmachim Launch Complex ,Ministry of Defense,Earth Observation,LEO,1.6,95.97,300
1525,Ofeq 7,2007-06-10,Israel,Palmachim Launch Complex ,Ministry of Defense,Earth Observation,LEO,1.56,93.75,300
1526,Ofeq 9,2010-06-22,Israel,Palmachim Launch Complex ,Ministry of Defense,Earth Observation,LEO,1.57,93.91,300
1527,OneWeb-0006,2019-02-27,United Kingdom,Guiana Space Center,OneWeb Satellites,Communications,LEO,1.75,105.2,148
1528,OneWeb-0007,2019-02-27,United Kingdom,Guiana Space Center,OneWeb Satellites,Communications,LEO,1.75,105.2,148
1529,OneWeb-0008,2019-02-27,United Kingdom,Guiana Space Center,OneWeb Satellites,Communications,LEO,1.75,105.2,148
1530,OneWeb-0010,2019-02-27,United Kingdom,Guiana Space Center,OneWeb Satellites,Communications,LEO,1.75,105.2,148
1531,OneWeb-0011,2019-02-27,United Kingdom,Guiana Space Center,OneWeb Satellites,Communications,LEO,1.75,105.2,148
1532,OneWeb-0012,2019-02-27,United Kingdom,Guiana Space Center,OneWeb Satellites,Communications,LEO,1.75,105.2,148
1533,OneWeb-0013,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.5,148
1534,OneWeb-0017,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1535,OneWeb-0018,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.0,148
1536,OneWeb-0019,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.6,95.9,148
1537,OneWeb-0020,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1538,OneWeb-0021,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.5,148
1539,OneWeb-0022,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1540,OneWeb-0023,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1541,OneWeb-0024,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1542,OneWeb-0025,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1543,OneWeb-0026,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1544,OneWeb-0027,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1545,OneWeb-0028,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1546,OneWeb-0029,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.58,94.6,148
1547,OneWeb-0031,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1548,OneWeb-0032,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1549,OneWeb-0033,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1550,OneWeb-0034,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.58,94.9,148
1551,OneWeb-0035,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1552,OneWeb-0036,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1553,OneWeb-0037,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.2,148
1554,OneWeb-0038,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1555,OneWeb-0039,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1556,OneWeb-0040,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1557,OneWeb-0041,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1558,OneWeb-0042,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.4,148
1559,OneWeb-0043,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,93.9,148
1560,OneWeb-0044,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1561,OneWeb-0045,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1562,OneWeb-0046,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.58,94.7,148
1563,OneWeb-0047,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1564,OneWeb-0048,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1565,OneWeb-0049,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1566,OneWeb-0050,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.4,148
1567,OneWeb-0051,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1568,OneWeb-0052,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1569,OneWeb-0053,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1570,OneWeb-0054,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1571,OneWeb-0055,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.4,148
1572,OneWeb-0056,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1573,OneWeb-0057,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1574,OneWeb-0058,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1575,OneWeb-0059,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1576,OneWeb-0060,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.61,96.5,148
1577,OneWeb-0061,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.4,148
1578,OneWeb-0062,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1579,OneWeb-0063,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.58,94.6,148
1580,OneWeb-0064,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,93.9,148
1581,OneWeb-0065,2020-02-06,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1582,OneWeb-0066,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.5,148
1583,OneWeb-0067,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1584,OneWeb-0068,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.58,94.7,148
1585,OneWeb-0069,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.8,148
1586,OneWeb-0080,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.6,148
1587,OneWeb-0081,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1588,OneWeb-0082,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.58,94.8,148
1589,OneWeb-0083,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.0,148
1590,OneWeb-0085,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.0,148
1591,OneWeb-0086,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.6,96.2,148
1592,OneWeb-0087,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.6,95.8,148
1593,OneWeb-0088,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.61,96.6,148
1594,OneWeb-0090,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.56,93.7,148
1595,OneWeb-0092,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.1,148
1596,OneWeb-0093,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.0,148
1597,OneWeb-0094,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.58,94.8,148
1598,OneWeb-0095,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.0,148
1599,OneWeb-0096,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.2,148
1600,OneWeb-0098,2020-03-21,United Kingdom,Baikonur Cosmodrome,OneWeb Satellites,Communications,LEO,1.57,94.3,148
1601,OPS-Sat,2019-12-18,ESA,Guiana Space Center,European Space Agency,Technology Development,LEO,1.58,95.02,5
1602,OPTOS,2013-11-21,Spain,Dombarovsky Air Base,Spanish Space Agency,Technology Development,LEO,1.64,98.7,3
1603,Optsat-3000,2017-08-01,Italy,Guiana Space Center,Italian Defense Ministry,Earth Observation,LEO,1.56,93.5,368
1604,Beidou 2-18 (Compass G-7),2016-06-12,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,GEO,23.94,1436.1,"3,800"
1605,ABS-2A,2016-06-15,Multinational,Cape Canaveral,Asia Broadcast Satellite Ltd.,Communications,GEO,23.94,1436.1,"1,800"
1606,Eutelsat 117 West B (Satmex 9),2016-06-15,Multinational,Cape Canaveral,EUTELSAT Americas,Communications,GEO,23.94,1436.1,"5,500"
1607,BRISat,2016-06-19,Indonesia,Guiana Space Center,Bank Rakyat Indonesia (BRI),Communications,GEO,23.94,1436.2,"3,540"
1608,Echostar 18,2016-06-19,USA,Guiana Space Center,"Echostar Satellite Services, LLC",Communications,GEO,23.94,1436.3,"6,300"
1609,ORBCOMM FM-10 (ORBCOMM A2),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1610,ORBCOMM FM-11 (ORBCOMM A3),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1611,ORBCOMM FM-12 (ORBCOMM A4),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1612,ORBCOMM FM-13 (ORBCOMM B1),1998-08-02,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1613,ORBCOMM FM-14 (ORBCOMM B2),1998-08-02,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1614,ORBCOMM FM-15 (ORBCOMM B3),1998-08-02,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1615,ORBCOMM FM-18 (ORBCOMM B6),1998-08-02,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1616,ORBCOMM FM-19 (ORBCOMM B7),1998-08-02,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1617,ORBCOMM FM-20 (ORBCOMM B8),1998-08-02,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1618,ORBCOMM FM-21 (ORBCOMM C1),1998-09-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.69,101.21,45
1619,ORBCOMM FM-23 (ORBCOMM C3),1998-09-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1620,ORBCOMM FM-27 (ORBCOMM C7),1998-09-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1621,ORBCOMM FM-30 (ORBCOMM D2),1999-12-04,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1622,ORBCOMM FM-31 (ORBCOMM D3),1999-12-04,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1623,ORBCOMM FM-32 (ORBCOMM D4),1999-12-04,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1624,ORBCOMM FM-35 (ORBCOMM D7),1999-12-04,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1625,ORBCOMM FM-36 (ORBCOMM D8),1999-12-04,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.68,100.7,45
1626,ORBCOMM FM-4 (ORBCOMM G2),1998-02-10,USA,Vandenberg AFB,ORBCOMM Inc.,Communications,LEO,1.68,100.9,45
1627,ORBCOMM FM-5 (ORBCOMM A6),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1628,ORBCOMM FM-6 (ORBCOMM A7),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1629,ORBCOMM FM-7 (ORBCOMM A8),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1630,ORBCOMM FM-8 (ORBCOMM A1),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1631,ORBCOMM FM-9 (ORBCOMM A5),1997-12-23,USA,Wallops Island Flight Facility,ORBCOMM Inc.,Communications,LEO,1.67,100.3,45
1632,ORBCOMM OG2 FM-103,2014-07-14,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.64,98.36,172
1633,ORBCOMM OG2 FM-107,2014-07-14,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.64,98.34,172
1634,ORBCOMM OG2 FM-108,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.42,172
1635,ORBCOMM OG2 FM-109,2014-07-14,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.64,98.34,172
1636,ORBCOMM OG2 FM-110,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.44,172
1637,ORBCOMM OG2 FM-112,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.43,172
1638,ORBCOMM OG2 FM-113,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.41,172
1639,ORBCOMM OG2 FM-114,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.43,172
1640,ORBCOMM OG2 FM-115,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.39,172
1641,ORBCOMM OG2 FM-116,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.4,172
1642,ORBCOMM OG2 FM-117,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.42,172
1643,ORBCOMM OG2 FM-118,2015-12-22,USA,Cape Canaveral,ORBCOMM Inc.,Communications,LEO,1.62,97.44,172
1644,Orbital Factory-2,2020-01-31,USA,Cygnus,University of Texas at El Paso,Technology Developmen,LEO,1.57,93.9,2
1645,Orbweaver-1,2018-12-03,USA,Vandenberg AFB,DARPA/Tethers Unlimited,Technology Development,LEO,1.6,96.3,0
1646,Orbweaver-2,2018-12-03,USA,Vandenberg AFB,DARPA/Tethers Unlimited,Technology Development,LEO,1.6,96.3,0
1647,ORCA (Optical RF Communications Adjunct),2019-08-08,USA,Cygnus,Defense Advanced Research Projects Agency (DARPA),Technology Development,LEO,1.57,93.9,9
1648,"ORS-5 (Operationally Responsive Space-5, SensorSat)",2017-08-26,USA,Cape Canaveral,USAF /ORSO (Operationally Responsive Space Office),Technology Demonstration,LEO,1.61,96.7,140
1649,OTB-1 (Orbital Test Bed 1),2019-06-25,USA,Cape Canaveral,General Atomics - Electromagnetic Systems Group,Technology Development,LEO,1.65,99.0,138
1650,OVS-2,2018-04-26,China,Jiuquan Satellite Launch Center,Zhuhai Orbita Aerospace Science and Technology Co.,Earth Observation,LEO,1.58,94.6,90
1651,Painani-1,2019-06-29,Mexico,Rocket Lab Launch Complex 1,Mexico Secretariat of National Defense (SEDENA),Earth Observation,LEO,1.56,93.6,4
1652,MUOS-5 (Mobile User Objective System 5),2016-06-24,USA,Cape Canaveral,DoD/US Navy,Communications,GEO,23.94,1436.1,"6,804"
1653,PakTES-1a,2018-07-09,Pakistan,Jiuquan Satellite Launch Center,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),Earth Observation,LEO,1.62,96.9,285
1654,"SDS IV-1 (Satellite Data System, NRO L-61, USA 269, Quasar)",2016-07-28,USA,Cape Canaveral,National Reconnaissance Office (NRO)/US Air Force,Communications,GEO,23.94,1436.1,0
